Tanggal,Transaksi ID,Kolak Pisang,Martabak Telur,Gemblong,Ketan,Lontong Sayur,Pastel telur,Onde-Onde,Risol Kampung,Bihun,Lontong Oncom,Nasi Kuning,Gado - gado betawi,Donat kentang ,Salad Buah,Asinan Buah,Tahu Isi,Mendoan ,Risoles Smoked Beef,Risoles Ayam,Risoles Mayo
5/9/2024,73,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2024,74,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2024,75,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2024,76,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5/9/2024,77,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5/12/2024,78,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,79,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,80,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,81,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
5/12/2024,82,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
5/12/2024,83,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,84,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5/12/2024,85,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5/12/2024,86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,87,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,88,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,89,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,90,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,91,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5/12/2024,92,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5/12/2024,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5/12/2024,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5/12/2024,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5/12/2024,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5/12/2024,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
5/12/2024,98,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5/12/2024,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5/12/2024,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
5/12/2024,101,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5/12/2024,102,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,103,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,104,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5/12/2024,105,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5/12/2024,106,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/12/2024,107,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2024,108,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2024,109,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2024,110,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2024,111,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/14/2024,112,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
5/14/2024,113,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
5/14/2024,114,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
5/14/2024,115,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5/14/2024,116,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5/14/2024,117,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5/14/2024,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5/14/2024,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5/14/2024,120,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5/14/2024,121,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5/14/2024,122,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5/16/2024,123,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
5/16/2024,124,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
5/16/2024,125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2024,126,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2024,127,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2024,128,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2024,129,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
5/16/2024,130,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/16/2024,131,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5/16/2024,132,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5/16/2024,133,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5/19/2024,134,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,135,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5/19/2024,137,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
5/19/2024,138,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
5/19/2024,139,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,140,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
5/19/2024,141,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
5/19/2024,142,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,143,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,144,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,146,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,147,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,148,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,149,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,150,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,151,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5/19/2024,152,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5/19/2024,153,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
5/19/2024,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5/19/2024,155,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
5/19/2024,156,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,157,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
5/19/2024,158,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/19/2024,159,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5/24/2024,160,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
5/24/2024,161,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
5/24/2024,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5/24/2024,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
5/24/2024,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5/24/2024,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5/24/2024,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5/24/2024,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5/24/2024,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
5/24/2024,169,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5/24/2024,170,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2024,171,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5/24/2024,172,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5/24/2024,173,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5/24/2024,174,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
5/24/2024,175,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5/24/2024,176,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
5/24/2024,177,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
5/24/2024,178,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5/24/2024,179,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5/24/2024,180,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5/24/2024,181,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5/24/2024,182,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5/24/2024,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
5/24/2024,184,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
5/24/2024,185,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5/24/2024,186,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5/24/2024,187,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5/24/2024,188,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5/24/2024,189,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
5/24/2024,190,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
5/26/2024,191,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
5/26/2024,192,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5/26/2024,193,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
5/26/2024,194,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5/26/2024,195,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,197,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,198,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,199,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,200,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,201,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,202,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,203,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,204,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,205,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,206,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,207,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,208,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,209,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/26/2024,210,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2024,211,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2024,212,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
5/29/2024,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5/29/2024,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5/29/2024,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5/29/2024,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5/29/2024,217,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
5/29/2024,218,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
5/29/2024,219,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
5/29/2024,220,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2024,221,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2024,222,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/29/2024,223,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5/31/2024,224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5/31/2024,225,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
5/31/2024,226,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,227,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5/31/2024,228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5/31/2024,229,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5/31/2024,230,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,231,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,232,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5/31/2024,233,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5/31/2024,234,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,237,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,238,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,239,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,240,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,241,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,242,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5/31/2024,243,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5/31/2024,244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5/31/2024,245,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5/31/2024,246,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,247,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5/31/2024,248,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
5/31/2024,249,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
5/31/2024,250,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,251,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/31/2024,252,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6/2/2024,253,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
6/2/2024,254,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
6/2/2024,255,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/2/2024,256,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6/2/2024,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/2/2024,266,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6/2/2024,267,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
6/2/2024,268,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2024,269,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2024,270,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6/2/2024,271,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
6/2/2024,272,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6/2/2024,273,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6/2/2024,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6/2/2024,275,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
6/2/2024,276,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6/2/2024,277,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/2/2024,278,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2024,279,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2024,280,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/2/2024,281,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
6/2/2024,282,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
6/2/2024,283,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,284,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,285,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,286,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,287,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,289,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,290,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,291,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,292,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,294,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,295,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,296,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,297,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,298,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,299,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/5/2024,300,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2024,301,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2024,302,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/7/2024,303,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/7/2024,304,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6/7/2024,305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6/7/2024,306,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2024,307,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
6/9/2024,308,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2024,309,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6/9/2024,310,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2024,311,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
6/9/2024,312,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6/9/2024,313,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/9/2024,314,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
6/9/2024,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/9/2024,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/9/2024,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/9/2024,318,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
6/9/2024,319,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6/9/2024,320,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6/9/2024,321,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6/12/2024,322,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/2024,323,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6/12/2024,324,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
6/12/2024,325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
6/12/2024,326,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
6/12/2024,327,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
6/12/2024,328,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/12/2024,329,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
6/12/2024,330,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
6/12/2024,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/12/2024,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/12/2024,333,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
6/14/2024,334,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
6/14/2024,335,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2024,336,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2024,337,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
6/14/2024,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6/14/2024,339,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2024,340,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2024,341,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
6/14/2024,342,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6/14/2024,343,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6/14/2024,344,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6/14/2024,345,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
6/14/2024,346,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/14/2024,347,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6/14/2024,348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6/14/2024,349,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
6/14/2024,350,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6/16/2024,351,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/16/2024,352,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
6/16/2024,353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
6/16/2024,354,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
