Tanggal,Transaksi ID,Kolak Pisang,Martabak Telur,Gemblong,Ketan,Lontong Sayur,Pastel telur,Onde-Onde,Risol Kampung,Bihun,Lontong Oncom,Nasi Kuning,Gado - gado betawi,Donat kentang ,Salad Buah,Asinan Buah,Tahu Isi,Mendoan ,Risoles Smoked Beef,Risoles Ayam,Risoles Mayo
5/6/2024,48,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
5/6/2024,49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
5/6/2024,50,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
5/6/2024,51,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2024,52,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2024,53,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5/6/2024,54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5/6/2024,55,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5/6/2024,56,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/6/2024,57,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2024,58,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5/9/2024,59,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
5/9/2024,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
5/9/2024,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5/9/2024,62,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
5/9/2024,63,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
5/9/2024,64,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2024,65,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2024,66,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5/9/2024,67,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5/9/2024,68,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5/9/2024,69,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
5/9/2024,70,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
5/9/2024,71,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5/9/2024,72,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
